Site Name,Site,HR_age,Compost,Crops,Cover_Crop,Fallow,Soil_Type,Treatment,Location,Upper_Depth,Lower_Depth,Length,soil,sand,silt,clay,silt_clay,BD,pH,per_N,per_C,N_Mg_ha,C_Mg_ha,CN_ratio,log_N,log_C,profileC,POXc,EOC,EON,MBC,MBN,MB_CN_ratio,glucam,glucos,cell, GWC,Infiltration_Dry,Infiltration_Wet,SH_15,SSH_30,Macroagg,Microagg,Total_Agg
Hrdy B,12,23,0,wheat,0,4.5,2,R,2,10,20,10,Brentwood,23.75,45,31.25,76.25,1.423276014,6.89,0.101973942,0.771416711,1.451370664,10.97938902,7.564841493,0.161778341,1.040578173,103.8768906,401.1328669,15.59801958,10.41166416,40.32780874,6.878042169,5.863268608,0.163193163,0.368948674,0.081790884,0.101488498,8.77,14.89,45,200,NA,NA,NA
Hrdy B,12,23,0,wheat,0,4.5,2,R,3,10,20,10,Brentwood,25,42.5,32.5,75,1.423276014,6.58,0.10442828,0.76770342,1.486302656,10.92653863,7.351489677,0.172107254,1.038482606,102.9357646,49.39140607,12.69639776,7.971757189,34.30948083,7.456341853,4.601382488,0.096888988,0.264093092,0.048942246,0.126917713,13.03,38.1,20,175,NA,NA,NA
RB10E,13,20,0,tomato,0,0,3,H,1,10,20,10,Capay,23.5,31.5,45,76.5,1.745578171,6.61,0.097532251,1.060101201,1.702501686,18.50489516,10.86923749,0.231087551,1.267286629,160.8462839,644.7373149,14.01654531,12.7901699,59.97091424,13.35707929,4.489822434,0.151957504,0.749696355,0.125915784,0.135664336,9.91,84.36,20,75,NA,NA,NA
RB10E,13,20,0,tomato,0,0,3,H,2,10,20,10,Capay,21,34,45,79,1.745578171,6.65,0.112909297,1.182628791,1.970920036,20.64371002,10.47414895,0.294669004,1.31478775,162.5432475,732.5394073,13.1937037,13.25540895,59.00143519,16.13311728,3.657162726,0.194301586,0.655484338,0.14117464,0.10866575,8.73,45.59,10,55,NA,NA,NA
RB10E,13,20,0,tomato,0,0,3,H,3,10,20,10,Capay,21,34,45,79,1.745578171,6.54,0.088547538,0.914179995,1.545666501,15.95772644,10.32417176,0.189115795,1.202971016,152.5221364,777.6269683,10.56828885,8.641130298,49.2244898,17.32182104,2.841761827,0.189124424,0.750029636,0.155049789,0.115277778,10.65,92.17,10,55,NA,NA,NA
RB10E,13,20,0,tomato,0,4.5,3,R,1,10,20,10,Capay,22.25,36.5,41.25,77.75,1.48476224,6.7,0.066738771,0.561654387,0.990912078,8.339232255,8.415713602,-0.003964878,0.92112607,84.9499386,547.4431044,19.28342061,27.25847973,76.68963683,6.642922298,11.54456328,0.28676197,0.50742683,0.131600593,0.155492154,14.95,237.22,5,185,NA,NA,NA
RB10E,13,20,0,tomato,0,4.5,3,R,2,10,20,10,Capay,21,39,40,79,1.48476224,6.55,0.104366875,0.941724056,1.549599952,13.98236319,9.023208332,0.190219594,1.145580579,88.22457933,675.5866987,12.76083196,17.7133196,62.05210049,6.599423394,9.402654867,0.147214308,0.294041693,0.055778115,0.143864598,15.66,234,5,175,NA,NA,NA
RB10E,13,20,0,tomato,0,4.5,3,R,3,10,20,10,Capay,13.5,39,47.5,86.5,1.48476224,6.43,0.063025277,0.613705792,0.935775511,9.11207187,9.737454937,-0.028828324,0.959617137,63.8054504,583.0385472,14.03502439,16.41080488,61.97839024,8.11002439,7.642195296,0.14696531,0.32830859,0.064832255,0.135021097,13.35,228.31,10,175,NA,NA,NA
RB11E,14,20,0,tomato,0,0,3,H,1,10,20,10,Capay,16,36.5,47.5,84,1.794401563,6.18,0.07019762,0.634495027,1.259627198,11.38538868,9.038697085,0.100242029,1.056347861,122.4747624,727.7933483,25.08206896,21.46965517,165.842069,19.94896552,8.313316739,0.563606872,0.390434428,0.08288997,0.194444444,9.48,56.12,15,75,NA,NA,NA
RB11E,14,20,0,tomato,0,0,3,H,2,10,20,10,Capay,18.5,31.5,50,81.5,1.794401563,6.54,0.075006942,0.768149099,1.345925745,13.78367943,10.24104003,0.1290211,1.139365164,154.7336478,393.1961853,13.64756219,6.929303482,55.93859038,5.950290215,9.400985222,0.182114831,0.401862774,0.054149982,0.147100424,12.47,60.91,15,65,NA,NA,NA
RB11E,14,20,0,tomato,0,0,3,H,3,10,20,10,Capay,23.5,32.75,43.75,76.5,1.794401563,6.23,0.10145978,0.88429953,1.820595887,15.86788458,8.71576427,0.260213557,1.200519033,143.2751534,625.7530787,17.70477848,10.16693038,64.0888924,5.739303797,11.16666667,0.226141311,0.554918956,0.108691695,0.127071823,7.6,36.56,10,100,NA,NA,NA
RB11E,14,20,0,tomato,0,4.5,3,R,1,10,20,10,Capay,18.5,40.25,41.25,81.5,1.72161982,6.15,0.080410083,0.662212356,1.384355932,11.40077917,8.235439246,0.141247766,1.056934534,94.88421747,556.9352225,13.03391382,14.79707361,60.92084381,3.777324955,16.1280389,0.161171037,0.301129021,0.051160611,0.183284458,6.18,261.3,25,160,NA,NA,NA
RB11E,14,20,0,tomato,0,4.5,3,R,2,10,20,10,Capay,12.25,35.25,52.5,87.75,1.72161982,6.21,0.056364049,0.439027158,0.970374636,7.558378558,7.789134502,-0.013060564,0.87842864,63.1979561,590.1576358,12.78666667,17.16202703,59.84801802,7.158558559,8.360344828,0.17560192,0.389500983,0.06036252,0.189781022,6.65,221.37,20,140,NA,NA,NA
RB11E,14,20,0,tomato,0,4.5,3,R,3,10,20,10,Capay,18.5,27.75,53.75,81.5,1.72161982,6.19,0.064246221,0.530112074,1.106075673,9.126514533,8.251256904,0.043784841,0.96030495,72.30428294,499.9825139,11.90126748,14.19160839,60.63631993,6.719143357,9.024412297,0.215121595,0.362815805,0.055034885,0.176978417,20.63,255.83,15,125,NA,NA,NA
HRF-C,15,25,0,rye,0,0,3,H,1,10,20,10,Capay,14.75,31.5,53.75,85.25,1.563024266,6.38,0.112591303,1.121581661,1.759829394,17.53059352,9.961530125,0.245470567,1.24379662,140.5958037,369.46589,29.01838532,17.92950459,76.35078899,43.74774312,1.745250921,0.069151275,0.382770366,0.058948962,0.193786982,6.28,18.65,25,90,NA,NA,NA
HRF-C,15,25,0,rye,0,0,3,H,2,10,20,10,Capay,16,31.5,52.5,84,1.563024266,6.44,0.116696507,1.10766933,1.823994729,17.31314041,9.491880724,0.261023579,1.238375851,127.7854585,401.184,19.40382406,12.19897666,141.4428546,45.25506283,3.125459246,0.17400132,0.750805789,0.12028334,0.188046647,7.9,21.12,30,75,NA,NA,NA
HRF-C,15,25,0,rye,0,0,3,H,3,10,20,10,Capay,16,30.25,53.75,84,1.563024266,6.44,0.133126459,1.551694767,2.080798859,24.25336574,11.65579539,0.318230101,1.384772016,156.5604584,460.584,25.51958258,15.41372958,58.09176044,10.24100726,5.672465507,0.113069845,0.791203645,0.112662313,0.186115214,8.95,21.82,20,90,NA,NA,NA
HRF-C,15,25,0,rye,0,3,3,R,1,10,20,10,Capay,16,29,55,84,1.476566169,6.57,0.105676588,0.925892575,1.560384751,13.67141653,8.761567633,0.193231698,1.135813515,106.8307603,380.535244,16.47730892,11.35676752,60.26632165,18.96664013,3.177490649,0.096654591,0.533119722,0.092575478,0.224691358,3.07,16.96,60,185,NA,NA,NA
HRF-C,15,25,0,rye,0,3,3,R,2,10,20,10,Capay,18.5,29,52.5,81.5,1.476566169,6.42,0.108361163,0.920319316,1.600024267,13.58912367,8.493073478,0.20412657,1.133191451,102.5709421,537.9642816,18.37298077,11.58230769,72.00778846,16.10134615,4.472159518,0.173996523,0.831666206,0.139887567,0.174603175,1.67,15.46,80,180,NA,NA,NA
HRF-C,15,25,0,rye,0,3,3,R,3,10,20,10,Capay,13.5,32.75,53.75,86.5,1.476566169,6.39,0.102701827,0.970790275,1.51646043,14.33436078,9.452512243,0.180831082,1.156378331,123.1607003,329.904,19.8417357,27.15218935,121.5799605,52.42177515,2.31926447,0.110463707,0.654495928,0.133992742,0.227134146,3.27,49.87,60,175,NA,NA,NA
HRF-C2,16,25,0,rye,0,0,3,H,1,10,20,10,Capay,12.25,30.25,57.5,87.75,1.593755019,6.6,0.158183015,1.478912821,2.521049736,23.5702473,9.349378141,0.401581414,1.372364139,182.5897953,0.534118514,19.04629091,13.02709091,143.4348,34.80938182,4.120578778,0.459066224,1.311772683,0.214383661,0.195906433,2.4,9.08,30,80,NA,NA,NA
HRF-C2,16,25,0,rye,0,0,3,H,2,10,20,10,Capay,18.5,24,57.5,81.5,1.593755019,6.56,0.17431138,1.959775077,2.778096361,31.23401364,11.24295546,0.443747306,1.494627796,188.1102781,369.46589,18.45843023,11.15156977,81.83556201,10.8774031,7.523446659,0.136543484,0.584237031,0.090412555,0.215805471,8.15,19.88,50,100,NA,NA,NA
HRF-C2,16,25,0,rye,0,0,3,H,3,10,20,10,Capay,14.75,27.75,57.5,85.25,1.593755019,6.49,0.16601373,1.537774243,2.645852149,24.50835418,9.262934132,0.422565572,1.389314148,164.3324759,386.928,27.23132867,20.96475525,68.39104895,22.43818182,3.047976414,0.288270094,0.65037119,0.135741907,0.168604651,5.96,8.36,10,75,NA,NA,NA
HRF-C2,16,25,0,rye,0,3,3,R,1,10,20,10,Capay,16.25,30.75,53,83.75,1.587568619,6.78,0.098316388,0.875130311,1.560840115,13.89329419,8.901164225,0.193358418,1.142805232,116.4887625,232.488,18.19870968,16.14209677,55.33677419,12.37935484,4.47008547,0.063134429,0.377886841,0.076828203,0.243902439,22.75,663.78,75,150,NA,NA,NA
HRF-C2,16,25,0,rye,0,3,3,R,2,10,20,10,Capay,15.5,31.75,52.75,84.5,1.587568619,6.76,0.086104992,0.801580927,1.366975838,12.72564724,9.309343218,0.135760838,1.10467988,111.7052451,377.424,16.6997561,25.61902439,84.30512195,17.96585366,4.692519685,0.089005029,0.391282399,0.060353146,0.293103448,26.14,530.34,80,160,NA,NA,NA
HRF-C2,16,25,0,rye,0,3,3,R,3,10,20,10,Capay,12,30.75,57.25,88,1.587568619,6.81,0.11119179,1.080490726,1.765245957,17.1535317,9.717360707,0.246805225,1.234353549,126.1840776,308.52,19.76223176,41.4039485,78.35793991,27.69476395,2.829341317,0.086389043,0.335403571,0.054113165,0.276397516,23.7,612.88,90,180,NA,NA,NA
MER-3,17,20,0,wheat,0,0,3,H,1,10,20,10,Capay,16.5,34,49.5,83.5,1.770778476,7.4,0.110433688,1.234469563,1.955535976,21.85972133,11.17837851,0.29126581,1.339644621,224.1693786,494.5355816,27.98445082,12.02479508,75.97931967,13.57787705,5.595817328,0.07460687,0.872095091,0.082116224,0.137199434,39.68,141.79,40,90,NA,NA,NA
MER-3,17,20,0,wheat,0,0,3,H,2,10,20,10,Capay,12.75,34,53.25,87.25,1.770778476,7.5,0.166769748,1.961195151,2.953122801,34.72842162,11.75989756,0.470281507,1.540685045,255.6169816,456.5354691,53.78735484,72.11612904,120.2410323,73.36258065,1.638996764,0.24561908,2.073931618,0.21995042,0.157608696,24.41,63.19,30,105,NA,NA,NA
MER-3,17,20,0,wheat,0,0,3,H,3,10,20,10,Capay,15.25,35.25,49.5,84.75,1.770778476,7.4,0.189337303,2.087519085,3.352744213,36.96533865,11.02539779,0.525400422,1.567794689,293.5291536,744.2506069,31.83208674,33.84522913,47.3553928,53.08063012,0.892140743,0.07978546,0.641701008,0.075078957,0.140646976,30.11,55.75,30,100,NA,NA,NA
MER-3,17,20,0,wheat,0,4.5,3,R,1,10,20,10,Capay,13.5,34,52.5,86.5,1.599427821,7.3,0.150351125,1.22621816,2.404757725,19.6124744,8.155696599,0.381071329,1.29253239,191.4480019,493.848,42.79688572,89.13628572,43.2174,2.102571429,20.55454545,0.107433514,0.733941395,0.078779119,0.215246637,1.62,316.96,80,110,NA,NA,NA
MER-3,17,20,0,wheat,0,4.5,3,R,2,10,20,10,Capay,6.5,39,54.5,93.5,1.599427821,7.4,0.1579615,1.584590576,2.526480184,25.34438252,10.03149863,0.402515896,1.403881715,203.9066151,512.856,37.16875,67.75,70.26875,17.0625,4.118315018,0.092385207,0.670889174,0.073618506,0.2,34.04,603.93,100,110,NA,NA,NA
MER-3,17,20,0,wheat,0,4.5,3,R,3,10,20,10,Capay,11.5,36.5,52,88.5,1.599427821,7.4,0.13185255,1.365056793,2.108886365,21.83309813,10.35290402,0.324053179,1.339115367,182.2494392,500.976,26.1955706,40.60410058,26.95560928,53.31220503,0.505617978,0.148406204,0.554454939,0.05396051,0.223723724,2.73,384.35,65,130,NA,NA,NA
Butler C,18,15,0,wheat,0,0,3,H,1,10,20,10,Capay,12.5,37.5,50,87.5,1.691397621,6.1,0.125957512,1.133188463,2.130442365,19.16672271,8.996592923,0.32846979,1.28254786,186.1472084,543.3928692,10.70836585,5.120429268,77.60504878,9.126302439,8.503449157,0.192063192,0.792908568,0.055673731,0.142259414,6.29,23.36,80,120,NA,NA,NA
Butler C,18,15,0,wheat,0,0,3,H,2,10,20,10,Capay,15,33.75,51.25,85,1.691397621,6.06,0.137953214,1.383769423,2.333337387,23.40504311,10.03071534,0.36797754,1.369309445,186.5680219,418.5353565,10.71575221,5.402930974,71.29628319,9.02680354,7.898286793,0.132524003,0.576170959,0.049658326,0.17877907,3.01,5.56,35,75,NA,NA,NA
Butler C,18,15,0,wheat,0,0,3,H,3,10,20,10,Capay,12.5,35,52.5,87.5,1.691397621,6.03,0.13351863,1.267078352,2.258330934,21.43133311,9.489899283,0.353787583,1.331049187,147.6279188,49.39140607,21.12,4.533714286,98.25142857,9.569142857,10.26752657,0.171143646,0.909991765,0.090980772,0.125,8.95,11.27,50,80,NA,NA,NA
Butler C,18,15,0,wheat,0,4.5,3,R,1,10,20,10,Capay,11.25,36.25,52.5,88.75,1.783941116,6.28,0.075111531,0.898448502,1.339945492,16.02779222,11.96152553,0.127087132,1.204873704,133.6283475,163.3917437,21.3640553,15.99493088,37.78064516,6.369861751,5.931156222,0.111795746,0.400756725,0.046262427,0.110655738,6.16,11.25,15,85,NA,NA,NA
Butler C,18,15,0,wheat,0,4.5,3,R,2,10,20,10,Capay,11.75,38.25,50,88.25,1.783941116,6.32,0.089854903,0.863839496,1.602958555,15.41038794,9.613715775,0.204922294,1.187813572,121.6328579,190.5346812,14.2449359,4.578400641,38.31059295,15.58083013,2.458828742,0.096110496,0.516963848,0.049167591,0.13091922,5.92,6.67,0,120,NA,NA,NA
Butler C,18,15,0,wheat,0,4.5,3,R,3,10,20,10,Capay,11.25,33.75,55,88.75,1.783941116,6.2,0.098359118,1.010398319,1.754668745,18.02491105,10.27254352,0.24419514,1.25587313,123.7549996,342.5351314,22.09953344,8.135108865,32.39385692,11.29782271,2.867265469,0.09645737,0.623624677,0.081395446,0.113103448,9.94,18.49,15,100,NA,NA,NA
HRF-Co,19,25,0,poppies,0,0,4,H,1,10,20,10,Corning,33,44.75,22.25,67,1.586975734,5.39,0.131933829,1.582495559,2.093757848,25.11382051,11.99461558,0.320926452,1.399912786,127.4486432,479.592,36.18576147,50.99521101,88.04047707,30.99781652,2.84021544,0.376536794,0.652623407,0.07403275,0.191394659,10.85,11.59,25,95,NA,NA,NA
HRF-Co,19,25,0,poppies,0,0,4,H,2,10,20,10,Corning,38,41,21,62,1.586975734,5.32,0.061759045,0.683267393,0.980101056,10.84328773,11.06343847,-0.008729143,1.035160982,69.72665826,432.072,28.70426175,25.07647651,57.57342282,9.817399329,5.864427115,0.223548492,0.539558384,0.116243587,0.150997151,49.51,107.68,40,100,NA,NA,NA
HRF-Co,19,25,0,poppies,0,0,4,H,3,10,20,10,Corning,35.5,42.25,22.25,64.5,1.586975734,5.4,0.081556846,1.016155495,1.294287358,16.12614112,12.45947511,0.112030709,1.207530456,109.6033637,462.96,26.8918802,19.64542429,69.04131447,10.26385191,6.726647564,0.155549175,0.505936451,0.069121669,0.149929279,36.06,134.75,50,85,NA,NA,NA
HRF-Co,19,25,0,poppies,0,3,4,R,1,10,20,10,Corning,37.75,37.5,24.75,62.25,1.32785395,5.29,0.055329184,0.50816067,0.73469076,6.747631526,9.184315215,-0.133895422,0.829151359,33.23789257,289.512,19.10835596,13.83861237,30.78260935,2.441131222,12.60997732,0.135477971,0.363343006,0.067321911,0.096730245,43.19,580.36,85,150,NA,NA,NA
HRF-Co,19,25,0,poppies,0,3,4,R,2,10,20,10,Corning,35,45.25,19.75,65,1.32785395,5.28,0.058052425,0.576906259,0.770851422,7.660472556,9.937677142,-0.113029322,0.884255561,41.34075701,282.384,19.97453149,10.51646697,24.37703533,2.961274962,8.231939163,0.097542843,0.326409775,0.048354745,0.111869031,64.71,714.51,100,160,NA,NA,NA
HRF-Co,19,25,0,poppies,0,3,4,R,3,10,20,10,Corning,37.75,44.75,17.5,62.25,1.32785395,5.32,0.078006264,0.851040376,1.035809263,11.30057325,10.90989785,0.01527979,1.053100475,48.53268878,389.304,20.93784,12.510792,27.017312,1.430464,18.88709677,0.062594619,0.343339362,0.05666051,0.133148405,52.36,773.73,85,150,NA,NA,NA
Muller Co,20,9,0,grapes,0,0,4,H,1,10,20,10,Corning,33,51,16,67,1.573971669,5.55,0.123259637,1.402509307,1.940071763,22.07509914,11.37849618,0.287817795,1.343902663,65.96290055,380.535244,41.36511628,21.45433404,47.51860465,13.10465116,3.626086957,0.209061895,1.12361879,0.204388532,0.034693878,NA,NA,NA,NA,NA,NA,NA
Muller Co,20,9,0,grapes,0,0,4,H,2,10,20,10,Corning,29.5,53.5,17,70.5,1.573971669,5.56,0.138044764,1.543379939,2.172785469,24.29236298,11.18028601,0.337016848,1.385469762,93.11889601,874.536707,23.05835831,9.078010899,87.15206403,43.12581744,2.020879121,0.148515249,0.875440002,0.089796587,0.050452781,NA,NA,NA,NA,NA,NA,NA
Muller Co,20,9,0,grapes,0,0,4,H,3,10,20,10,Corning,33,46,21,67,1.573971669,5.21,0.075298655,0.569335757,1.185179495,8.961183511,7.561034887,0.073784129,0.952365371,55.06284334,239.3919688,260.845666,56.20634249,178.2139535,47.86976744,3.722891566,0.556132263,1.302558363,0.366266235,0.046370968,NA,NA,NA,NA,NA,NA,NA
Muller Co,20,9,0,grapes,0,4,4,R,1,10,20,10,Corning,31.75,51.25,17,68.25,1.605812691,5.41,0.081073507,0.623459871,1.301888666,10.01159774,7.690056756,0.114573846,1.000503391,56.08806761,592.2501567,157.6360809,87.76951788,83.15303266,1.91415241,43.44117647,0.10364164,0.335559882,0.062989889,0.111878453,NA,NA,NA,NA,NA,NA,NA
Muller Co,20,9,0,grapes,0,4,4,R,2,10,20,10,Corning,30.75,52,17.25,69.25,1.605812691,5.32,0.077849548,0.558391454,1.250117918,8.966720839,7.172700039,0.09695098,0.952633649,37.1042876,255.6777313,43.55051569,36.01076233,24.98782511,4.501345291,5.551190476,0.07169564,0.881617314,0.089675737,0.066945607,NA,NA,NA,NA,NA,NA,NA
Muller Co,20,9,0,grapes,0,4,4,R,3,10,20,10,Corning,25.5,56,18.5,74.5,1.605812691,5.62,0.078281296,0.596052938,1.257050978,9.571493725,7.614244682,0.09935289,0.980979719,54.11607376,119.9630437,14.51277143,9.635528571,93.95451429,80.44747143,1.167898911,0.05206478,0.256320486,0.042464761,0.075297226,NA,NA,NA,NA,NA,NA,NA
Gilmer,21,10,0,oat hay,1,0,4,H,1,10,20,10,Corning,39.5,48.25,12.25,60.5,1.308663485,5.53,0.061866997,0.647703073,0.809630794,8.476253607,10.46928263,-0.091712982,0.928203942,55.82046332,320.8207814,14.27638028,15.01205634,60.89052113,36.87976056,1.651055218,0.149376444,0.770514801,0.152018836,0.062087186,27.75,69.31,25,95,NA,NA,NA
Gilmer,21,10,0,oat hay,1,0,4,H,2,10,20,10,Corning,44,42.5,13.5,56,1.308663485,5.37,0.081488239,0.872902634,1.066406832,11.42335804,10.71200755,0.027922919,1.057793789,86.40920716,402.249594,17.23629808,15.42,63.99405907,30.358125,2.107971394,0.14121727,1.205197895,0.155483699,0.055771725,11.46,29.83,20,85,NA,NA,NA
Gilmer,21,10,0,oat hay,1,0,4,H,3,10,20,10,Corning,44,42.5,13.5,56,1.308663485,5.36,0.083144107,0.783964983,1.088076562,10.25946347,9.428990405,0.036659455,1.011124649,84.20778362,315.3921939,15.06914074,18.55298519,38.11865185,9.46637037,4.026744186,0.232680091,0.87005599,0.21941208,0.091520861,41.04,81.38,50,120,NA,NA,NA
Gilmer,21,10,0,oat hay,1,0,4,R,1,10,20,10,Corning,43.25,45.75,11,56.75,1.475696286,5.08,0.088076843,0.878875332,1.299746705,12.96953063,9.978506257,0.113858725,1.112924259,58.47580453,418.5353565,16.27563636,12.16072727,90.55587879,47.33260606,1.913181765,0.333271431,1.462110512,0.402935701,0.10326087,57.55,120.22,50,100,NA,NA,NA
Gilmer,21,10,0,oat hay,1,0,4,R,2,10,20,10,Corning,38,51,11,62,1.475696286,5.01,0.071796925,0.709372298,1.059504556,10.46818066,9.880260162,0.025102829,1.019871209,54.22167743,22.24846854,13.91776504,10.96633238,210.7160458,71.51131805,2.946611132,0.238713166,0.747131909,0.154839314,0.076719577,42.06,98.29,40,95,NA,NA,NA
Gilmer,21,10,0,oat hay,1,0,4,R,3,10,20,10,Corning,46.5,45,8.5,53.5,1.475696286,4.95,0.087773267,0.987177273,1.295266844,14.56773836,11.2469013,0.112359249,1.163392133,53.04910781,244.8205563,100.734551,82.84238965,40.66400304,29.21077625,1.392089094,0.281923855,0.829424191,0.143607709,0.108548168,49.33,103.61,55,115,NA,NA,NA
